ID товара;наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;размер
;2367221621-32 куртка женская серый;95% полиэстер,5% эластан;2280.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16559100280161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559100291161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559100312161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559100323161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559100334161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559100355161.jpg;"L;M;S;XL;XS;XXS"
;2367521421-60 майка женская молочный;95% хлопок,5% эластан;570.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16559099480161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559099501161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559099512161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559099533161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559099554161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559099565161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559099576161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559099597161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559099608161.jpg;"L;M;S"
;2265048548-9 платье женское желтый;78% вискоза,22% лен;1938.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16559098850161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098871161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098882161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098893161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098914161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098935161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098946161.jpg;"L;M;S;XS"
;2265048548-19 платье женское мятный;78% вискоза,22% лен;1938.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16559098650161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098661161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098682161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098693161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098714161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098725161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098736161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098757161.jpg;"L;M;S;XL;XS"
;2367000500-62 платье женское бежевый;100% полиэстер;1140.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16559098070161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098091161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098102161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098113161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098134161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098145161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098166161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559098177161.jpg;"L;M;S;XL;XS"
;2367026526-219 платье женское зеленый цветы мелкие;100% вискоза;1938.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16559097560161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097571161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097592161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097603161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097624161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097635161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097646161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097667161.jpg;"L;M;S;XS"
;2367026526-229 платье женское черный цветы мелкие;100% вискоза;1938.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16559097400161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097421161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097432161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097453161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097464161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097475161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097496161.jpg;"M;S;XL;XS;XXS"
;2367026526-237 платье женское бежевый цветы мелкие;100% вискоза;1938.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16559097190161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097201161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097222161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097233161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097254161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097265161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097276161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16559097297161.jpg;"L;S;XS;XXS"
;2265111312-23 блузка женская оранжевый;73% вискоза,19% полиамид,8% лен;2052.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16554525900161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16554525921161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16554525942161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16554525963161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16554525984161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16554526005161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16554526026161.jpg;"M"
;2163527454-50 джемпер женский черный;100% хлопок;1026.0;15;;https://optom-brend.ru/image/data/transfer/brand/161/16553831010161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553831021161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553831032161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553831053161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553831064161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553831075161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553831096161.jpg https://optom-brend.ru/image/data/transfer/brand/161/16553831107161.jpg;"L;M;S;XL;XS"
